id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1387469346558066695	1387412174851739650	2021-04-28 15:10:44 E. South America Standard Time	2021-04-28	15:10:44	-0300	37717107	minsaude	Ministério da Saúde		“Temos o grande desafio de continuar assistindo a nossa população em relação aos problemas prevalentes. O @minsaude está trabalhando com estratégias para garantir assistência. Estamos estudando isso com as sociedades científicas envolvidas com cada uma dessas situações”, destacou  https://t.co/rRjYk7Ec9R	pt	[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]	[]	['https://pbs.twimg.com/media/E0FH75kXEAk3EOV.jpg']	4	10	42	[]	[]	https://twitter.com/minsaude/status/1387469346558066695	False		1	https://pbs.twimg.com/media/E0FH75kXEAk3EOV.jpg							[]				
1387469340270895107	1387412174851739650	2021-04-28 15:10:43 E. South America Standard Time	2021-04-28	15:10:43	-0300	37717107	minsaude	Ministério da Saúde		O ministro Marcelo Queiroga também disse que o Ministério da Saúde trabalha com estratégias para garantir o atendimento a pacientes com doenças prevalentes no Brasil, como as doenças crônicas, cardiovasculares e oncológicas.  https://t.co/Y2JTPjQl3q	pt	[]	[]	['https://pbs.twimg.com/media/E0FH3VyXIAEZhRH.jpg']	2	10	44	[]	[]	https://twitter.com/minsaude/status/1387469340270895107	False		1	https://pbs.twimg.com/media/E0FH3VyXIAEZhRH.jpg							[]				
1387469335711686658	1387412174851739650	2021-04-28 15:10:42 E. South America Standard Time	2021-04-28	15:10:42	-0300	37717107	minsaude	Ministério da Saúde		Em breve, o Ministério da Saúde vai lançar um programa de testagem da nossa população. “Para que possamos adotar uma política melhor de quarentena para esses indivíduos afetados pela Covid-19, e, assim, reduzir a transmissão dessa doença”, explicou Queiroga.	pt	[]	[]	[]	3	6	36	[]	[]	https://twitter.com/minsaude/status/1387469335711686658	False		0								[]				
1387469334197440513	1387412174851739650	2021-04-28 15:10:41 E. South America Standard Time	2021-04-28	15:10:41	-0300	37717107	minsaude	Ministério da Saúde		“As medidas não-farmacológicas associadas a uma ampla campanha de vacinação são as duas armas que temos para pôr fim à esta pandemia. Todos nós temos que nos comprometer com essa iniciativa”, destacou o ministro Marcelo Queiroga.	pt	[]	[]	[]	2	6	29	[]	[]	https://twitter.com/minsaude/status/1387469334197440513	False		0								[]				
1387469332192665601	1387412174851739650	2021-04-28 15:10:41 E. South America Standard Time	2021-04-28	15:10:41	-0300	37717107	minsaude	Ministério da Saúde		“O @minsaude reitera as recomendações das chamadas medidas não-farmacológicas, como o uso de máscaras, o distanciamento entre as pessoas”, alertou o ministro Marcelo Queiroga.  https://t.co/R3bglWZmHf	pt	[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]	[]	['https://pbs.twimg.com/media/E0FFXTQWEAQnRCY.jpg']	1	4	32	[]	[]	https://twitter.com/minsaude/status/1387469332192665601	False		1	https://pbs.twimg.com/media/E0FFXTQWEAQnRCY.jpg							[]				
1387469327453106180	1387412174851739650	2021-04-28 15:10:40 E. South America Standard Time	2021-04-28	15:10:40	-0300	37717107	minsaude	Ministério da Saúde		No pronunciamento, o ministro também apresentou as medidas para o abastecimento de insumos no SUS. São ações governamentais e não governamentais conjuntas que fortalecem o Brasil no combate à Covid-19.	pt	[]	[]	[]	1	4	21	[]	[]	https://twitter.com/minsaude/status/1387469327453106180	False		0								[]				
1387469325989208068	1387412174851739650	2021-04-28 15:10:39 E. South America Standard Time	2021-04-28	15:10:39	-0300	37717107	minsaude	Ministério da Saúde		Entre os assuntos na pauta foi a atualização da projeção de entregas de vacinas Covid-19. ”O nosso objetivo é vacinar a população brasileira de maneira mais célere possível”, reforçou o ministro ao explicar as variáveis que levam a ajustes no cronograma de entrega das doses.	pt	[]	[]	[]	3	4	21	[]	[]	https://twitter.com/minsaude/status/1387469325989208068	False		0								[]				
1387469324126928900	1387412174851739650	2021-04-28 15:10:39 E. South America Standard Time	2021-04-28	15:10:39	-0300	37717107	minsaude	Ministério da Saúde		"O ministro Marcelo Queiroga falou hoje em pronunciamento no @Planalto após reunião de comitê: ""Nós tivemos uma reunião hoje muito produtiva. Demos seguimento à avaliação do enfrentamento à pandemia da Covid-19”.  https://t.co/hp5zMTFPl7"	pt	[{'screen_name': 'planalto', 'name': 'planalto', 'id': '44005522'}]	[]	['https://pbs.twimg.com/media/E0FEh7_WQA0tely.jpg']	6	10	58	[]	[]	https://twitter.com/minsaude/status/1387469324126928900	False		1	https://pbs.twimg.com/media/E0FEh7_WQA0tely.jpg							[]				
1387412174851739650	1387412174851739650	2021-04-28 11:23:34 E. South America Standard Time	2021-04-28	11:23:34	-0300	37717107	minsaude	Ministério da Saúde		Confira o pronunciamento do ministro @mqueiroga2 após a 3ª reunião do Comitê de Coordenação Nacional para Enfrentamento da Pandemia da #covid19.    https://t.co/TMpQtzIl6W	pt	[{'screen_name': 'mqueiroga2', 'name': 'marcelo queiroga', 'id': '2823869072'}]	['https://twitter.com/i/broadcasts/1OdKrVRgoRYKX']	[]	6	25	129	['covid19']	[]	https://twitter.com/minsaude/status/1387412174851739650	False		0								[]				
1387391165247352834	1387391165247352834	2021-04-28 10:00:04 E. South America Standard Time	2021-04-28	10:00:04	-0300	37717107	minsaude	Ministério da Saúde		#PátriaVacinada | O Ministério da Saúde reforça a importância da segunda dose da vacina #Covid19.    Entenda:  https://t.co/0OP5pHZwBw #Vacinação  https://t.co/KN2p4lvNMR	pt	[]	['https://bit.ly/2QANnzO']	['https://pbs.twimg.com/media/E0EA6MyVgAEwi64.png']	15	17	112	['pátriavacinada', 'covid19', 'vacinação']	[]	https://twitter.com/minsaude/status/1387391165247352834	False		1	https://pbs.twimg.com/media/E0EA6MyVgAEwi64.png							[]				
1387376053782409221	1387376053782409221	2021-04-28 09:00:02 E. South America Standard Time	2021-04-28	09:00:02	-0300	37717107	minsaude	Ministério da Saúde		De 12/04 a 10/05, trabalhadores da saúde devem tomar a vacina contra a gripe. Procure um posto de saúde e leve a caderneta ou um documento com foto. Confira todas as datas de vacinação e demais públicos prioritários em  https://t.co/Ct4v67X31I. #VacinaGripe.  https://t.co/fw42YIRhCK	pt	[]	['http://gov.br/saude']	['https://pbs.twimg.com/media/E0DzKpbVUAYpd4R.jpg']	3	25	90	['vacinagripe']	[]	https://twitter.com/minsaude/status/1387376053782409221	False		1	https://pbs.twimg.com/media/E0DzKpbVUAYpd4R.jpg							[]				
1387360955886051336	1387360955886051336	2021-04-28 08:00:02 E. South America Standard Time	2021-04-28	08:00:02	-0300	37717107	minsaude	Ministério da Saúde		O @minsaude aprovou novo exame para identificar a doença neuromuscular  miastenia gravis. O exame de dosagem de anticorpo antirreceptor de acetilcolina foi incorporado ao SUS. Confira!  https://t.co/he8GGXyXhL  https://t.co/3r7ecoqjNl	pt	[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]	['https://bit.ly/3vpWcLK']	['https://pbs.twimg.com/media/E0DlbxSVgAAw-I8.jpg']	12	39	264	[]	[]	https://twitter.com/minsaude/status/1387360955886051336	False		1	https://pbs.twimg.com/media/E0DlbxSVgAAw-I8.jpg							[]				
1387196371409768453	1387196371409768453	2021-04-27 21:06:02 E. South America Standard Time	2021-04-27	21:06:02	-0300	37717107	minsaude	Ministério da Saúde		💉Já foram aplicadas 39,8 milhões de doses de vacinas #Covid19 em todo o Brasil.  ✈️E o @minsaude já distribuiu 57,9 milhões de doses.⁣⁣⁣⁣  🇧🇷 #PátriaVacinada ⁣⁣⁣⁣  ➡️Confira mais sobre o vacinômetro e os dados da Covid-19 no Brasil no site  https://t.co/fMT69txreK   https://t.co/Z3DJS8e9Ht	pt	[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]	['http://localizasus.saude.gov.br']	['https://pbs.twimg.com/media/E0BPBqkWUAMTUuJ.jpg']	45	191	730	['covid19', 'pátriavacinada']	[]	https://twitter.com/minsaude/status/1387196371409768453	False		1	https://pbs.twimg.com/media/E0BPBqkWUAMTUuJ.jpg							[]				
